dataSource,dateOfReport,reportNo,pageRef,actionPlan,actionPlanName,actionPlanProgram,implementingAgency,agencyName,programName,programAcronym,programName2,assistanceType,asOfDate,targetBudget,expendedAmount,beneficiaryTargetTotal,beneficiaryTotal,beneficaryCategoryOrig,beneficiaryTypeOrig,region,province,cityMunicipality,dswd,lgu,ngos,others,grandTotal,notes,notes2,index,agency,agencyCode,aidCategory,aidCategoryCode,aidType,assistanceType,agencyAllocated,value,shareOfTotalBudget,date,beneficiaryTargetValue,beneficiaryValue,beneficiaryCategory,beneficiaryType,shareOfPop,link,infoText
,8/28/20,304,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION XII,,,36362763,0,0,0,36362763,,,2690,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/28/20,304,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CARAGA,,,36128087.68,0,2965600,0,39093687.68,,,2691,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,1245629.66,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/28/20,304,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CAR,,,68718910.31,0,366417,8989447,78074774.31,,,2692,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/28/20,304,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,BARMM,,,222000,0,0,0,222000,,,2693,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/28/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,NCR,,,136518447.3,0,365410000,0,501928447.3,,,2694,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,1647900,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION I,,,33984995.75,0,3724418.03,20931692.56,58641106.34,,,2695,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION II,,,28704614.23,0,0,0,28704614.23,,,2696,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION III,,,32515153.1,0,0,0,32515153.1,,,2697,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,1510671.54,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CALABARZON,,,113695541.6,0,75085849.11,0,188781390.7,,,2698,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,17046000,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,MIMAROPA,,,25390748,0,0,0,25390748,,,2699,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,504145.5,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION V,,,42469104.45,0,3076950,0,45546054.45,,,2700,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VI,,,66219956.23,0,603150,0,66823106.23,,,2701,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,1745582.2,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VII,,,132408908.7,0,0,0,132408908.7,,,2702,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION VIII,,,6587707.31,0,0,1922270,8509977.31,,,2703,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,1199423.58,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION IX,,,32306640,0,0,0,32306640,,,2704,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION X,,,23184652.95,0,0,0,23184652.95,,,2705,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION XI,,,50865459.39,0,0,0,50865459.39,,,2706,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION XII,,,36637763,0,0,0,36637763,,,2707,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,275000,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CARAGA,,,37182587.68,0,2965600,0,40148187.68,,,2708,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,1054500,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,CAR,,,68803012.85,0,366417,8989447,78158876.85,,,2709,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,84102.54,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/29/20,306,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,BARMM,,,222000,0,0,0,222000,,,2710,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/29/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/30/20,307,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,NCR,,,136518447.3,0,365410000,0,501928447.3,,,2711,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/30/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/30/20,307,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION I,,,33984995.75,0,3724418.03,20931692.56,58641106.34,,,2712,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/30/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/30/20,307,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION II,,,28704614.23,0,0,0,28704614.23,,,2713,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/30/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
,8/30/20,307,,,Providing emergency assistance to all affected sectors,Social Amelioration Program,DSWD,Department of Social Welfare and Development,Food and Non-Food Items Distribution Program,FNFI,,foood packs and others,,,,,,LGUs,LGUs,REGION III,,,32515153.1,0,0,0,32515153.1,,,2714,DSWD,DSWD,social welfare,social,food packs and others,Food and Other Items,,0,,8/30/20,0,0,LGUs,LGUs,65.71428571,shopping-cart,"This assistance includes family food packs, ready-to-eat food, rice, sardines, coffee, hygiene kits, sleeping kits, family kits, pieces of malong, pieces of flexi mats, laminated sacks, and pieces of pillows."
